latitude,longitude,violation_time,violation_type,issue_date
40.760628,-73.979926,10:03,Street Cleaning,2023-01-02
40.82418,-74.23518,20:42,Bus Stop,2022-04-26
40.679175,-73.880258,18:14,Parking in No Standing Zone,2024-03-24
40.493634,-74.179993,19:02,Double Parking,2024-01-16
40.786111,-74.186169,09:52,Parking in No Standing Zone,2022-11-02
40.678212,-74.163736,03:07,Fire Hydrant,2024-02-27
40.739309,-73.915148,10:51,No Standing,2022-04-14
40.620128,-73.713891,10:53,Double Parking,2024-09-05
40.813813,-73.927743,08:09,No Standing,2023-02-04
40.551376,-74.052422,18:02,Expired Meter,2022-08-08
40.521406,-73.785676,05:01,Fire Hydrant,2024-07-25
40.512934,-74.255064,18:56,Blocking Driveway,2022-12-21
40.660621,-73.807999,06:09,Blocking Driveway,2023-12-05
40.707663,-74.028898,01:38,Expired Meter,2022-10-23
40.793111,-73.917148,09:22,No Standing,2022-11-27
40.479412,-74.127448,19:23,Bus Stop,2022-09-04
40.700819,-73.999743,08:03,Double Parking,2024-11-07
40.527001,-74.175732,05:42,No Parking,2023-08-06
40.501183,-74.055625,10:39,Fire Hydrant,2022-07-09
40.496468,-73.845429,00:31,Bus Stop,2024-03-06
40.528492,-73.759019,18:20,No Standing,2024-08-19
40.56489,-73.880942,03:20,Double Parking,2023-04-25
40.520568,-73.84692,02:30,Expired Registration,2022-07-08
40.690636,-73.761584,14:11,No Standing,2022-04-20
40.641808,-74.003361,08:12,Street Cleaning,2022-11-12
40.533399,-73.872362,03:54,Fire Hydrant,2022-05-05
40.679266,-74.16345,19:10,Expired Registration,2023-04-10
40.876035,-73.936104,13:54,Bus Stop,2024-04-03
40.692752,-73.702822,14:17,No Parking,2024-08-27
40.798754,-73.847797,13:37,Double Parking,2022-04-11
40.86998,-73.928477,13:02,No Parking,2022-10-01
40.913759,-73.849307,16:25,Fire Hydrant,2024-01-14
40.833837,-73.86988,07:05,Bus Stop,2022-08-16
40.808905,-73.871832,11:18,Double Parking,2023-04-05
40.762491,-74.208409,05:45,Fire Hydrant,2023-11-10
40.855057,-73.841591,04:55,No Standing,2022-08-15
40.558813,-73.772164,20:00,Parking in No Standing Zone,2024-08-23
40.646824,-73.873178,13:48,Blocking Driveway,2024-01-10
40.784684,-73.916896,21:05,Expired Registration,2024-04-26
40.865149,-73.84803,11:56,No Parking,2022-09-22
40.526247,-74.054844,11:11,Bus Stop,2024-01-12
40.787685,-73.945804,07:34,Parking in No Standing Zone,2022-03-11
40.763107,-73.847126,23:48,Double Parking,2024-12-07
40.618468,-73.757425,08:03,Parking in No Standing Zone,2024-11-14
40.641513,-74.006338,03:30,Bus Stop,2024-09-27
40.775991,-73.961394,11:51,Parking in No Standing Zone,2023-08-20
40.560313,-73.765221,05:18,Parking in No Standing Zone,2022-02-13
40.525542,-74.104931,04:55,Double Parking,2024-03-16
40.706607,-73.908641,17:59,Expired Meter,2023-07-22
40.686013,-74.024373,09:12,Parking in No Standing Zone,2024-11-01
40.487101,-73.811029,13:37,Street Cleaning,2024-11-11
40.766066,-73.819501,22:33,Bus Stop,2023-10-22
40.673402,-74.089209,08:14,Fire Hydrant,2022-05-06
40.641111,-74.098113,09:29,Expired Meter,2022-03-12
40.749721,-74.169267,05:53,Expired Meter,2024-05-06
40.548384,-74.193778,14:16,Street Cleaning,2023-10-05
40.558615,-73.944838,11:09,Street Cleaning,2022-11-11
40.674798,-73.714107,00:25,Fire Hydrant,2024-05-04
40.815702,-73.72957,23:34,Bus Stop,2023-03-01
40.62323,-73.864964,18:42,Expired Meter,2023-05-25
40.829373,-73.852063,03:46,Fire Hydrant,2023-06-23
40.873657,-74.181204,00:25,Expired Registration,2024-02-10
40.847554,-74.009935,19:41,Double Parking,2022-06-02
40.734227,-74.134988,02:34,Fire Hydrant,2023-04-01
40.775443,-73.724076,15:20,Expired Registration,2024-07-07
40.743755,-73.732021,04:45,No Standing,2024-06-13
40.640111,-74.050799,09:28,Bus Stop,2023-06-12
40.515961,-73.852448,14:18,Expired Meter,2023-12-14
40.832057,-73.716959,04:53,Expired Registration,2023-12-14
40.740611,-74.178849,16:21,Parking in No Standing Zone,2023-08-28
40.888174,-73.929088,13:40,Blocking Driveway,2023-02-01
40.659869,-73.948567,04:12,Expired Meter,2024-10-25
40.843771,-74.097377,09:53,Expired Registration,2023-01-27
40.611183,-73.94663,00:09,Blocking Driveway,2023-04-01
40.609535,-73.901222,20:42,Blocking Driveway,2024-08-04
40.661032,-73.984283,00:07,Blocking Driveway,2024-11-08
40.694441,-73.716812,18:30,Expired Registration,2024-12-12
40.669357,-74.115005,03:23,Bus Stop,2024-08-23
40.800048,-74.249298,01:09,Street Cleaning,2023-03-19
40.680352,-73.871763,08:23,No Standing,2023-03-02
40.757476,-73.725454,16:40,Parking in No Standing Zone,2022-05-10
40.703604,-73.830889,05:34,Street Cleaning,2022-02-20
40.861449,-73.797155,21:44,Street Cleaning,2024-05-09
40.519586,-73.935028,16:18,Street Cleaning,2022-01-05
40.820231,-74.028919,04:32,Double Parking,2022-02-07
40.843459,-73.814874,16:54,Bus Stop,2024-10-23
40.791063,-73.866745,02:07,Expired Meter,2022-07-15
40.883885,-73.991193,04:52,Fire Hydrant,2023-12-12
40.869058,-73.925194,09:01,Parking in No Standing Zone,2023-03-23
40.575282,-73.780397,09:08,Double Parking,2022-12-08
40.534722,-74.215183,00:49,Fire Hydrant,2024-02-03
40.810778,-74.235346,21:32,Expired Registration,2022-01-26
40.503489,-74.192658,09:42,No Parking,2023-01-03
40.809553,-73.821989,06:11,Street Cleaning,2024-04-19
40.49028,-74.177777,11:22,Expired Meter,2024-05-19
40.853832,-73.822866,18:04,Parking in No Standing Zone,2024-04-17
40.838182,-73.832676,06:18,Expired Meter,2024-04-23
40.874311,-73.959007,16:54,Fire Hydrant,2024-02-07
40.638717,-73.929813,05:53,Street Cleaning,2023-11-04
40.909369,-74.02216,03:48,Street Cleaning,2024-04-14
40.531816,-74.197466,11:45,Blocking Driveway,2022-08-25
40.72265,-74.236412,12:18,Fire Hydrant,2023-08-04
40.741691,-74.084782,13:18,No Standing,2023-04-18
40.560503,-74.220209,05:00,Fire Hydrant,2023-11-12
40.773256,-74.037648,02:07,Expired Meter,2024-11-22
40.651196,-73.870783,02:23,Double Parking,2022-12-06
40.626466,-73.926695,13:46,Fire Hydrant,2023-02-08
40.600004,-73.860471,20:25,Street Cleaning,2024-10-09
40.686859,-73.922111,08:09,Fire Hydrant,2023-08-17
40.524958,-74.11904,04:01,Parking in No Standing Zone,2023-04-21
40.802179,-73.795204,05:24,Expired Registration,2023-11-01
40.776386,-74.173766,02:42,Bus Stop,2024-10-04
40.815285,-73.816201,15:31,Bus Stop,2022-05-22
40.592585,-74.067122,01:27,Parking in No Standing Zone,2024-09-01
40.646274,-74.083356,01:02,Expired Meter,2023-08-15
40.722445,-73.778416,15:27,Expired Meter,2023-12-06
40.614945,-74.041721,15:42,Bus Stop,2022-10-22
40.779102,-73.939406,05:32,No Parking,2023-09-28
40.649688,-73.982716,11:49,Blocking Driveway,2023-10-22
40.618477,-74.243374,11:22,Expired Registration,2022-03-27
40.489241,-73.761107,13:22,Street Cleaning,2023-07-04
40.658731,-74.227562,20:19,Expired Registration,2022-04-08
40.514791,-73.874719,05:01,Bus Stop,2023-02-11
40.620957,-74.00159,13:17,No Parking,2023-10-17
40.783761,-73.93059,12:20,Expired Registration,2023-07-19
40.520419,-73.986254,10:31,Bus Stop,2024-11-07
40.834603,-73.886231,11:27,Double Parking,2022-10-10
40.696158,-73.785694,09:16,No Parking,2022-09-07
40.60828,-73.938674,02:45,Expired Registration,2022-10-24
40.519102,-74.070909,16:30,No Standing,2022-10-26
40.569727,-73.814569,09:27,Bus Stop,2024-05-17
40.615338,-74.027623,14:42,Bus Stop,2023-10-17
40.5569,-74.248706,05:36,Fire Hydrant,2024-09-28
40.571142,-73.721565,20:34,Expired Registration,2024-08-09
40.852791,-73.752451,01:33,Double Parking,2024-12-21
40.637754,-74.176556,09:54,No Standing,2022-12-22
40.657997,-73.778514,13:17,Blocking Driveway,2022-11-07
40.761788,-74.115823,07:07,Expired Meter,2024-04-13
40.561881,-74.121891,17:27,No Standing,2023-08-16
40.762175,-74.238426,00:16,Blocking Driveway,2022-05-05
40.767347,-74.160777,00:03,Parking in No Standing Zone,2022-12-16
40.615581,-74.092619,21:42,Parking in No Standing Zone,2022-07-12
40.652113,-73.789898,18:47,Bus Stop,2022-04-04
40.888078,-73.967482,15:56,Parking in No Standing Zone,2024-09-09
40.582201,-74.190784,18:47,No Standing,2023-06-27
40.832131,-73.84345,03:11,Double Parking,2023-04-05
40.90436,-74.013565,15:34,Street Cleaning,2023-10-02
40.785372,-74.195988,21:15,Blocking Driveway,2024-07-16
40.864527,-73.735614,11:52,Blocking Driveway,2023-08-23
40.486677,-73.718946,23:42,No Parking,2024-01-27
40.781438,-73.818396,12:19,Street Cleaning,2022-05-18
40.87497,-73.876252,14:24,No Parking,2024-04-28
40.877889,-74.039545,07:19,Double Parking,2023-05-03
40.855715,-74.169581,20:26,No Parking,2023-11-11
40.598031,-74.214351,13:59,Street Cleaning,2023-08-24
40.793193,-73.769254,08:32,Parking in No Standing Zone,2022-03-23
40.632287,-73.922698,14:44,No Parking,2024-12-11
40.812822,-73.900765,20:08,No Parking,2022-11-15
40.653771,-73.908071,03:10,Double Parking,2023-10-03
40.704704,-73.717348,19:43,No Standing,2024-03-28
40.826321,-74.080652,08:11,Expired Registration,2023-12-05
40.841344,-73.812403,11:11,No Standing,2022-02-14
40.863187,-73.731264,00:59,Bus Stop,2024-04-01
40.762256,-73.909003,08:44,Expired Meter,2022-08-07
40.499314,-73.913821,02:23,Expired Meter,2024-05-05
40.894377,-74.193536,14:52,Fire Hydrant,2024-09-14
40.529569,-73.860432,23:31,No Standing,2022-05-10
40.534714,-73.780664,09:46,Double Parking,2024-04-27
40.661549,-74.030858,08:15,Expired Registration,2022-01-10
40.67592,-74.120365,14:05,No Parking,2024-11-21
40.683802,-73.772225,06:45,No Standing,2024-07-22
40.789261,-73.847839,17:03,No Parking,2023-02-04
40.623926,-74.127894,19:45,No Parking,2023-10-22
40.47976,-73.977212,21:23,Expired Meter,2023-05-13
40.903539,-73.946474,05:32,Fire Hydrant,2024-03-09
40.88693,-73.768619,22:33,No Standing,2022-02-11
40.539818,-74.19382,08:47,Street Cleaning,2022-03-16
40.88513,-74.10103,08:33,Street Cleaning,2023-10-27
40.669228,-74.166924,04:35,Fire Hydrant,2024-08-25
40.500828,-74.176066,15:16,Expired Meter,2022-03-02
40.788165,-74.015267,11:45,Bus Stop,2023-01-15
40.690985,-73.983667,11:05,Double Parking,2024-03-04
40.85957,-74.158168,08:36,Expired Registration,2022-12-17
40.570897,-73.701515,18:11,No Standing,2022-09-25
40.882566,-74.121572,10:01,Blocking Driveway,2023-11-04
40.777314,-73.878827,03:53,Street Cleaning,2023-06-19
40.545092,-74.21381,14:40,Blocking Driveway,2024-11-16
40.738969,-74.255857,14:20,Expired Registration,2022-11-20
40.534327,-73.776786,01:47,Parking in No Standing Zone,2024-05-11
40.718258,-73.9226,05:15,No Standing,2022-07-09
40.516661,-73.782894,12:18,Expired Meter,2022-07-25
40.530489,-73.984865,09:57,Expired Registration,2023-12-26
40.535192,-73.887274,15:28,No Standing,2023-09-07
40.687129,-73.94452,13:51,Street Cleaning,2023-02-25
40.747625,-74.016565,16:21,Fire Hydrant,2023-02-02
40.775169,-73.89728,16:40,Bus Stop,2024-03-16
40.514364,-73.997506,04:08,Blocking Driveway,2022-08-10
40.847845,-73.966848,17:04,No Parking,2023-10-02
40.703405,-73.973799,21:46,Expired Registration,2023-02-15
40.835205,-74.060506,16:01,Parking in No Standing Zone,2024-02-25
40.803375,-74.00049,02:26,Blocking Driveway,2022-07-02
40.615599,-73.854548,08:21,Expired Meter,2024-08-20
40.570312,-74.215398,21:06,No Standing,2024-05-28
40.712632,-74.255833,20:30,Fire Hydrant,2022-01-06
40.781933,-73.773712,15:19,Expired Registration,2024-10-24
40.835341,-73.914525,21:25,Blocking Driveway,2024-11-23
40.515977,-74.183612,00:44,Double Parking,2022-02-27
40.855537,-74.142203,07:27,Bus Stop,2024-03-21
40.561441,-74.090977,13:01,Parking in No Standing Zone,2023-03-16
40.55052,-74.173942,15:01,Fire Hydrant,2024-08-16
40.735017,-74.146612,10:00,Parking in No Standing Zone,2024-07-02
40.754906,-73.860695,18:38,Bus Stop,2023-08-24
40.917171,-74.238418,18:46,Expired Registration,2023-08-17
40.889111,-73.753436,01:33,No Parking,2023-04-23
40.663166,-74.082635,13:56,Fire Hydrant,2022-05-21
40.528877,-73.911199,22:27,No Parking,2024-06-15
40.548419,-73.853367,07:32,Double Parking,2023-06-15
40.736087,-73.876405,14:08,Blocking Driveway,2024-12-22
40.795662,-74.041,23:23,Fire Hydrant,2023-11-21
40.829452,-73.78726,22:47,Parking in No Standing Zone,2024-04-10
40.771038,-74.186974,15:06,No Standing,2022-03-20
40.892533,-73.983256,01:01,Street Cleaning,2022-04-18
40.865175,-74.05962,16:02,Parking in No Standing Zone,2022-03-27
40.626071,-74.195425,07:31,Blocking Driveway,2022-02-18
40.91481,-73.820584,04:54,Bus Stop,2022-09-09
40.743408,-74.200916,14:53,Parking in No Standing Zone,2022-08-26
40.906445,-73.822391,17:02,Bus Stop,2024-02-27
40.523802,-73.90716,23:18,Fire Hydrant,2022-06-06
40.812817,-73.980649,11:21,Expired Meter,2022-03-21
40.531537,-74.146304,15:21,Blocking Driveway,2023-01-08
40.699711,-74.21148,13:23,Double Parking,2023-12-25
40.544139,-73.838116,13:26,No Standing,2023-04-05
40.872728,-73.727307,00:28,Expired Meter,2024-11-12
40.816421,-73.858163,10:20,No Standing,2024-02-03
40.909652,-74.167292,01:42,Expired Meter,2022-07-25
40.874685,-74.226802,21:56,Bus Stop,2024-12-26
40.905565,-74.024834,09:46,Street Cleaning,2024-12-18
40.877643,-74.254685,04:44,No Standing,2023-09-20
40.673812,-74.144492,19:41,Fire Hydrant,2024-10-26
40.784427,-73.763156,06:56,Blocking Driveway,2024-07-25
40.5145,-73.958836,23:56,Expired Meter,2023-12-24
40.706511,-73.956961,17:19,Bus Stop,2022-02-17
40.62738,-73.903943,17:37,Blocking Driveway,2022-01-26
40.583638,-73.826578,03:46,No Parking,2024-07-17
40.847865,-74.113974,01:48,Parking in No Standing Zone,2024-06-04
40.674934,-73.93928,07:51,Expired Registration,2022-08-11
40.726376,-73.759433,19:14,Street Cleaning,2024-11-18
40.609109,-73.88649,04:45,No Standing,2024-10-22
40.706157,-74.120747,06:52,Street Cleaning,2023-09-19
40.677387,-74.177221,02:03,No Standing,2023-07-03
40.868522,-73.993017,21:33,No Standing,2023-02-12
40.736343,-73.969165,15:40,No Standing,2023-05-19
40.916064,-73.874146,05:09,Bus Stop,2023-12-14
40.53336,-73.86178,16:07,Double Parking,2022-12-17
40.677881,-74.240882,03:38,No Standing,2022-09-12
40.52597,-74.052612,04:07,Street Cleaning,2023-01-17
40.611628,-74.049889,04:09,Expired Registration,2023-08-01
40.663057,-73.735698,05:52,Fire Hydrant,2023-05-07
40.478318,-73.953191,15:36,Blocking Driveway,2022-01-14
40.726449,-73.756109,23:53,Expired Registration,2023-08-27
40.535863,-74.181708,14:42,Fire Hydrant,2024-08-25
40.542982,-73.852442,19:26,No Standing,2022-10-22
40.579888,-74.038192,14:47,Blocking Driveway,2024-01-22
40.761732,-73.775292,20:50,Blocking Driveway,2024-01-19
40.724372,-74.189943,19:34,Expired Registration,2024-02-07
40.810902,-73.724261,15:32,No Parking,2024-04-25
40.530349,-73.736055,06:15,Expired Registration,2022-01-09
40.67295,-73.808273,18:02,Fire Hydrant,2024-06-13
40.856841,-74.246103,00:55,Bus Stop,2023-03-14
40.617112,-74.115415,05:18,Expired Meter,2022-02-18
40.557811,-73.829848,21:10,No Parking,2022-05-14
40.747892,-74.07736,09:24,Parking in No Standing Zone,2022-12-02
40.618282,-74.028456,03:03,Double Parking,2023-05-13
40.582882,-73.925554,16:24,Parking in No Standing Zone,2022-08-17
40.59594,-74.081245,15:01,No Standing,2024-07-03
40.756285,-73.748596,18:43,Parking in No Standing Zone,2022-05-18
40.585828,-73.949185,13:28,Parking in No Standing Zone,2022-05-19
40.849932,-73.979508,05:50,Double Parking,2022-06-18
40.714023,-74.02235,00:52,Fire Hydrant,2024-08-02
40.900483,-73.912298,01:59,Fire Hydrant,2024-03-01
40.597708,-74.118928,20:13,Expired Registration,2024-07-12
40.847469,-74.101931,18:04,Blocking Driveway,2022-12-18
40.516893,-73.868888,08:56,No Standing,2022-12-18
40.570216,-73.977057,20:16,Fire Hydrant,2023-11-11
40.59758,-73.889086,14:38,Street Cleaning,2023-06-07
40.484388,-73.872566,15:00,No Parking,2024-01-20
40.773525,-74.028266,12:34,Parking in No Standing Zone,2024-12-16
40.823972,-73.896449,21:28,Parking in No Standing Zone,2022-09-01
40.632788,-73.804999,05:53,No Parking,2024-06-13
40.532321,-74.052112,07:47,No Parking,2022-08-01
40.811257,-73.878874,02:52,Expired Registration,2024-06-07
40.752629,-73.807439,11:02,Blocking Driveway,2022-04-16
40.694347,-73.865749,06:52,No Standing,2024-04-01
40.526239,-74.104146,17:12,Expired Registration,2024-08-06
40.773292,-73.922219,04:47,Parking in No Standing Zone,2022-02-19
40.533495,-73.737518,08:12,No Parking,2022-09-24
40.914057,-73.871929,21:35,Fire Hydrant,2024-10-09
40.478261,-74.020471,10:27,No Standing,2024-11-02
40.59803,-73.879087,16:48,No Parking,2023-08-12
40.86645,-74.133645,14:20,No Parking,2023-07-18
40.649896,-74.0721,07:44,No Standing,2024-01-24
40.899013,-73.746775,09:04,Parking in No Standing Zone,2022-03-11
40.48967,-74.01777,20:59,Street Cleaning,2022-10-26
40.847391,-74.121015,01:52,Street Cleaning,2023-04-11
40.706161,-74.126831,14:48,Parking in No Standing Zone,2022-10-20
40.752679,-73.935649,12:20,Parking in No Standing Zone,2022-01-02
40.821921,-74.224459,19:40,No Standing,2023-01-10
40.506361,-73.880545,12:25,Parking in No Standing Zone,2024-01-10
40.749136,-74.029414,00:29,No Standing,2024-11-20
40.681745,-74.019917,10:41,No Parking,2024-10-04
40.677285,-74.075738,00:38,Parking in No Standing Zone,2022-02-04
40.738389,-73.789357,16:16,Street Cleaning,2024-03-21
40.662727,-73.854253,04:51,No Parking,2023-03-08
40.504028,-74.084972,11:19,Expired Registration,2023-09-21
40.867075,-73.825831,19:21,Blocking Driveway,2022-08-10
40.639759,-74.254585,04:03,Double Parking,2024-11-22
40.700629,-73.792488,06:12,Double Parking,2022-07-12
40.823073,-74.068275,22:29,Expired Registration,2024-08-23
40.782201,-73.783083,09:26,Street Cleaning,2024-06-20
40.548836,-74.005281,00:40,Double Parking,2022-08-08
40.782556,-73.998446,23:49,Street Cleaning,2022-04-16
40.832761,-74.049078,00:23,No Parking,2023-03-27
40.509856,-74.242329,14:12,Expired Registration,2022-03-10
40.879174,-74.058019,09:11,Double Parking,2022-04-07
40.867145,-73.857486,05:12,No Parking,2023-09-08
40.554909,-74.112839,21:08,No Standing,2022-01-27
40.765673,-73.764644,14:15,Street Cleaning,2023-04-10
40.833737,-73.88985,22:04,Parking in No Standing Zone,2024-10-14
40.540979,-73.742774,12:44,Street Cleaning,2022-04-18
40.617362,-74.019116,19:37,Double Parking,2024-04-02
40.853522,-74.09474,01:40,Blocking Driveway,2022-06-08
40.861629,-73.783365,23:05,Fire Hydrant,2024-08-07
40.825597,-73.915563,20:48,Bus Stop,2022-09-13
40.642152,-73.969195,11:33,Fire Hydrant,2022-06-23
40.792429,-73.98266,20:58,Expired Registration,2023-10-13
40.763414,-74.143338,07:25,Double Parking,2022-08-28
40.612101,-73.762578,11:16,Bus Stop,2024-03-27
40.514711,-73.839168,11:14,Expired Registration,2023-08-17
40.495511,-73.972899,14:27,No Standing,2023-07-15
40.639179,-73.981123,05:28,Double Parking,2023-07-01
40.594328,-74.216701,16:32,Bus Stop,2022-05-27
40.760737,-73.820033,02:23,No Parking,2022-02-04
40.717761,-74.072629,09:47,Blocking Driveway,2024-06-09
40.561321,-73.921626,17:58,Blocking Driveway,2022-12-24
40.481157,-74.091784,18:48,No Parking,2023-07-13
40.685176,-73.972684,07:46,Double Parking,2022-07-08
40.686248,-73.970908,14:21,Parking in No Standing Zone,2024-08-24
40.615216,-74.15415,14:28,Bus Stop,2024-07-07
40.490652,-74.181469,00:31,Street Cleaning,2022-05-24
40.62699,-74.024922,22:34,Blocking Driveway,2024-07-25
40.62094,-74.246116,10:36,Expired Registration,2022-03-05
40.879634,-73.938474,12:04,Bus Stop,2023-07-07
40.647508,-73.993842,20:57,Blocking Driveway,2023-10-15
40.518445,-74.20082,22:38,Fire Hydrant,2024-03-02
40.489214,-74.147919,07:18,Bus Stop,2023-05-07
40.508205,-74.227001,10:55,No Standing,2024-01-06
40.649565,-73.706213,15:47,Parking in No Standing Zone,2022-09-14
40.648635,-73.754266,06:19,No Standing,2022-03-28
40.837438,-73.88768,09:37,Double Parking,2022-10-19
40.69859,-73.876482,04:28,Parking in No Standing Zone,2023-04-01
40.840381,-73.921171,18:56,Fire Hydrant,2022-09-11
40.679982,-73.937215,20:56,Fire Hydrant,2024-02-10
40.630053,-73.788317,05:26,Double Parking,2023-07-20
40.55645,-73.913971,21:11,Expired Registration,2023-08-13
40.519454,-73.868767,05:17,Bus Stop,2022-04-28
40.60589,-73.747165,06:58,Fire Hydrant,2024-12-24
40.658445,-73.833448,03:32,Street Cleaning,2022-06-03
40.657924,-74.167004,14:01,Parking in No Standing Zone,2022-09-02
40.758629,-73.88163,23:25,Double Parking,2023-07-11
40.652016,-74.253101,10:42,Fire Hydrant,2022-12-05
40.690791,-74.220976,22:28,Expired Meter,2024-11-08
40.684641,-74.103143,00:38,Parking in No Standing Zone,2022-03-27
40.55542,-74.189737,02:42,No Parking,2024-07-06
40.775584,-74.173342,22:02,Bus Stop,2023-03-07
40.572556,-73.86983,21:45,Parking in No Standing Zone,2024-09-21
40.64935,-74.086839,01:49,No Standing,2022-10-01
40.815084,-73.740168,02:01,No Standing,2023-04-07
40.489701,-74.250965,02:14,Parking in No Standing Zone,2022-11-22
40.828206,-73.795127,01:26,Bus Stop,2022-12-06
40.524802,-74.076326,19:13,Bus Stop,2024-11-07
40.651307,-74.020043,11:20,Expired Meter,2022-04-04
40.484001,-73.893714,14:14,Parking in No Standing Zone,2022-07-07
40.767035,-74.103526,02:56,Double Parking,2024-06-02
40.658365,-73.830273,17:50,Expired Registration,2023-02-23
40.552876,-73.723287,22:24,Expired Meter,2024-06-21
40.623567,-73.904128,21:30,Parking in No Standing Zone,2024-06-28
40.624913,-73.919112,16:40,Double Parking,2024-08-13
40.699006,-73.865424,19:48,Parking in No Standing Zone,2022-04-01
40.613355,-73.846828,01:08,Street Cleaning,2022-10-03
40.696939,-74.146236,01:15,Expired Registration,2023-04-21
40.91256,-74.01119,10:41,No Parking,2023-03-09
40.706688,-73.712933,00:14,Street Cleaning,2024-05-25
40.628269,-74.14411,21:44,Double Parking,2022-11-08
40.745069,-74.045964,20:00,Parking in No Standing Zone,2023-03-15
40.860315,-74.219999,04:13,Expired Meter,2022-01-21
40.517792,-73.927997,02:27,Fire Hydrant,2022-04-17
40.614506,-73.855901,19:15,Blocking Driveway,2022-07-06
40.603012,-74.008651,15:05,Street Cleaning,2024-04-09
40.652707,-74.165369,19:47,No Standing,2023-07-17
40.812095,-73.801187,12:27,Parking in No Standing Zone,2023-01-25
40.811449,-73.74424,17:46,Expired Meter,2024-09-05
40.59066,-74.000058,17:38,Fire Hydrant,2023-05-13
40.509068,-74.18275,06:00,No Parking,2023-04-05
40.856701,-73.851043,13:25,Street Cleaning,2023-08-13
40.646453,-74.087126,01:58,Parking in No Standing Zone,2024-02-14
40.6468,-73.943094,23:22,Bus Stop,2022-07-09
40.789558,-73.904337,20:24,No Standing,2023-12-02
40.801239,-74.123697,22:43,No Parking,2022-06-21
40.784427,-73.898552,21:09,Blocking Driveway,2023-10-15
40.586312,-73.93598,03:49,Parking in No Standing Zone,2024-03-01
40.761064,-73.746838,02:33,Double Parking,2023-12-19
40.863018,-74.166454,09:32,Bus Stop,2023-05-23
40.767266,-74.045236,23:55,Parking in No Standing Zone,2023-12-14
40.525502,-73.939182,23:13,No Standing,2023-03-09
40.785104,-74.255513,03:04,No Standing,2022-08-01
40.708488,-73.893419,05:23,Expired Meter,2024-07-06
40.787322,-74.148466,14:36,Double Parking,2022-09-04
40.559118,-74.226147,13:28,Expired Registration,2022-04-09
40.525468,-73.903525,12:07,Blocking Driveway,2022-05-03
40.505688,-74.242525,21:48,Parking in No Standing Zone,2022-08-16
40.481585,-74.110441,01:06,Double Parking,2022-11-19
40.707332,-74.255043,08:59,Fire Hydrant,2024-09-25
40.685717,-74.070801,21:56,Street Cleaning,2023-06-12
40.917356,-73.802727,12:39,No Parking,2023-11-13
40.906729,-73.771312,22:25,Expired Meter,2022-01-15
40.488705,-74.190439,07:23,Fire Hydrant,2024-05-23
40.749598,-73.890986,21:12,No Parking,2023-09-14
40.911517,-73.724118,11:55,No Parking,2023-01-21
40.904217,-73.848001,19:31,No Standing,2024-08-08
40.802798,-73.815514,21:54,Parking in No Standing Zone,2023-07-16
40.800629,-74.094919,16:56,Expired Registration,2022-12-05
40.822896,-73.858699,02:19,Bus Stop,2022-03-16
40.911974,-73.998297,21:34,Double Parking,2023-02-16
40.584525,-74.163879,03:27,No Parking,2024-12-03
40.547936,-73.740086,23:16,Fire Hydrant,2023-05-08
40.896252,-73.884435,20:46,Fire Hydrant,2024-03-18
40.517212,-73.8726,19:04,Street Cleaning,2022-10-25
40.64336,-73.858265,20:41,Bus Stop,2024-12-13
40.902742,-74.014969,03:18,Parking in No Standing Zone,2022-04-09
40.526431,-74.069009,03:36,Street Cleaning,2024-04-24
40.533489,-74.084019,00:19,No Parking,2023-10-24
40.737144,-74.153027,11:51,Expired Meter,2023-07-11
40.706195,-73.922976,00:34,Fire Hydrant,2022-02-13
40.616471,-73.803118,21:29,Expired Meter,2023-04-16
40.742165,-74.177602,19:20,Blocking Driveway,2024-12-02
40.698547,-73.874379,15:40,Double Parking,2023-12-19
40.69531,-73.865697,10:09,Double Parking,2023-01-26
40.85072,-73.737032,01:59,Expired Meter,2022-12-24
40.854554,-73.852704,05:01,Bus Stop,2023-11-28
40.650084,-74.023084,12:25,Parking in No Standing Zone,2023-06-25
40.709757,-74.100966,17:25,Parking in No Standing Zone,2024-04-23
40.535022,-73.838809,22:19,Fire Hydrant,2024-01-28
40.76557,-73.936642,09:57,Expired Meter,2023-12-16
40.569739,-73.809705,00:23,Expired Registration,2022-12-21
40.522277,-73.820242,21:53,Expired Meter,2022-07-14
40.885019,-74.205438,03:32,Street Cleaning,2023-03-02
40.738611,-73.717314,07:02,Parking in No Standing Zone,2024-12-13
40.583425,-73.986105,20:47,No Standing,2024-10-06
40.818929,-73.705337,14:55,No Standing,2024-11-03
40.59855,-73.89416,03:05,Parking in No Standing Zone,2023-01-04
40.692754,-73.885446,18:36,Expired Registration,2024-04-01
40.688475,-73.871515,12:30,No Standing,2022-10-06
40.60874,-74.18913,17:11,No Standing,2023-02-23
40.835224,-74.248068,16:31,Parking in No Standing Zone,2024-09-26
40.70582,-73.932416,06:42,Parking in No Standing Zone,2024-11-04
40.556928,-73.924381,14:51,Street Cleaning,2022-01-18
40.531565,-74.187131,02:35,Blocking Driveway,2022-11-06
40.852208,-74.239543,11:34,Expired Meter,2022-09-10
40.663627,-73.731001,01:33,Blocking Driveway,2022-04-10
40.767561,-74.010523,10:33,Street Cleaning,2024-08-23
40.744237,-73.973833,01:15,No Parking,2024-02-22
